#distance	count	cdf
1257	18	0.69941
1258	24	0.699435
1259	33	0.69947
1260	16	0.699486
1261	24	0.699511
1262	22	0.699534
1263	29	0.699565
1264	20	0.699585
1265	23	0.699609
1266	20	0.69963
1267	26	0.699657
1268	28	0.699686
1269	36	0.699724
1270	26	0.699751
1271	34	0.699787
1272	16	0.699803
1273	21	0.699825
1274	30	0.699856
1275	26	0.699883
1276	21	0.699905
1277	23	0.699929
1278	28	0.699958
1279	18	0.699977
1280	27	0.700005
1281	24	0.70003
1282	22	0.700053
1283	28	0.700082
1284	33	0.700117
1285	27	0.700145
1286	29	0.700175
1287	30	0.700206
1288	14	0.700221
1289	24	0.700246
1290	18	0.700265
1291	25	0.700291
1292	23	0.700315
1293	19	0.700335
1294	26	0.700362
1295	10	0.700372
1296	14	0.700387
1297	21	0.700409
1298	18	0.700427
1299	17	0.700445
1300	24	0.70047
1301	20	0.700491
1302	25	0.700517
1303	8	0.700525
1304	25	0.700551
1305	10	0.700562
1306	20	0.700583
1307	15	0.700598
1308	17	0.700616
1309	24	0.700641
1310	20	0.700662
1311	23	0.700686
1312	27	0.700714
1313	16	0.70073
1314	21	0.700752
1315	16	0.700769
1316	12	0.700782
1317	17	0.700799
1318	14	0.700814
1319	30	0.700845
1320	23	0.700869
1321	16	0.700886
1322	18	0.700904
1323	13	0.700918
1324	20	0.700939
1325	14	0.700953
1326	15	0.700969
1327	17	0.700987
1328	18	0.701006
1329	12	0.701018
1330	16	0.701035
1331	15	0.70105
1332	15	0.701066
1333	15	0.701082
1334	14	0.701096
1335	17	0.701114
1336	23	0.701138
1337	22	0.701161
1338	16	0.701177
1339	26	0.701205
1340	24	0.70123
1341	21	0.701251
1342	8	0.70126
1343	17	0.701277
1344	21	0.701299
1345	22	0.701322
1346	25	0.701348
1347	19	0.701368
1348	12	0.701381
1349	19	0.7014
1350	23	0.701424
1351	16	0.701441
1352	18	0.70146
1353	16	0.701476
1354	23	0.7015
1355	12	0.701513
1356	21	0.701535
1357	17	0.701552
1358	17	0.70157
1359	23	0.701594
1360	12	0.701607
1361	20	0.701628
1362	22	0.70165
1363	17	0.701668
1364	18	0.701687
1365	23	0.701711
1366	15	0.701726
1367	22	0.701749
1368	26	0.701777
1369	15	0.701792
1370	27	0.70182
1371	22	0.701843
1372	10	0.701854
1373	18	0.701872
1374	9	0.701882
1375	21	0.701904
1376	23	0.701928
1377	21	0.701949
1378	21	0.701971
1379	22	0.701994
1380	18	0.702013
1381	29	0.702043
1382	18	0.702062
1383	14	0.702077
1384	16	0.702093
1385	29	0.702123
1386	20	0.702144
1387	22	0.702167
1388	18	0.702186
1389	22	0.702209
1390	24	0.702234
1391	19	0.702254
1392	25	0.70228
1393	17	0.702297
1394	12	0.70231
1395	19	0.70233
1396	17	0.702347
1397	16	0.702364
1398	19	0.702384
1399	21	0.702406
1400	12	0.702418
1401	15	0.702434
1402	20	0.702455
1403	16	0.702471
1404	15	0.702487
1405	18	0.702506
1406	20	0.702527
1407	20	0.702547
1408	26	0.702575
1409	11	0.702586
1410	7	0.702593
1411	14	0.702608
1412	7	0.702615
1413	11	0.702627
1414	24	0.702652
